ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;PRETO;True;False;1;2021-10-26 12:49:39.413674
ERROR:root:;0.04;PRETO;True;False;2;2021-10-26 12:50:12.973157
ERROR:root:;0.08;PRETO;True;True;3;2021-10-26 12:50:43.970591
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 12:52:48.396931
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 12:53:21.072342
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 12:53:53.064496
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 12:54:25.166211
ERROR:root:;0.18;VERMELHO;True;True;4;2021-10-26 13:03:55.696090
ERROR:root:;0.02;VERMELHO;True;True;1;2021-10-26 13:15:03.505404
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 13:16:07.520617
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 13:16:39.281633
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 13:17:10.892951
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 13:17:42.258895
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 13:18:14.073575
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 13:19:49.978322
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 13:20:20.555467
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 13:21:25.035308
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 13:24:35.641841
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 13:25:07.328752
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 13:25:38.976498
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 13:26:42.954208
ERROR:root:;0.36;PRETO;False;True;5;2021-10-26 13:27:14.503086
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 13:28:19.715273
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 13:28:51.535049
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 13:29:21.755187
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 13:29:54.610569
